product,page,page_title,section,rule,doc_url
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Recommendation for implementation assuming non-breaking feature additions,Adding enumerated values (Example: Adding the value of the type property of the webhook event object),https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Recommendation for implementation assuming non-breaking feature additions,Whether or not to include spaces or line breaks between data elements,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs,Request body parameters of the Messaging API you call,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs,Response body returned by the LINE Platform for the API call,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs,Signature (x-line-signature) of the request header when a webhook is sent from the LINE Platform,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs,Webhook event object that the LINE Platform sent,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs for Messaging API requests,Request ID (x-line-request-id) in the Response header,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs for Messaging API requests,The time the API request was made,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs for Messaging API requests,HTTP method for the request,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs for Messaging API requests,Status code returned by the LINE Platform,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs for webhooks received,IP address of the webhook sender,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs for webhooks received,The time the webhook was received,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Save logs for webhooks received,Status code the bot server returned in response to the webhook received,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
partner-docs,partner-docs/api-policy-handbook,LINE API Policy Handbook,,LINE API Policy Handbook (PDF) (only available in Japanese),https://developers.line.biz/en/docs/partner-docs/api-policy-handbook/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,LINE bot development procedure,LINE Official Account Manager,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,LINE bot development procedure,Environment such as a server that calls the Messaging API that supports TLS 1.2 or later,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,LINE bot development procedure,Environment such as a bot server that gets webhook events that support TLS 1.2 or later,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Build an environment that complies with security guidelines,LINE bot security guidelines (only available in Japanese),https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Build an environment that complies with security guidelines,LINE bot security checklist (only available in Japanese),https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Support for mass and intensive webhook event delivery,"Immediately after setting Show in search results and recommendations (only available in Japanese) of the LINE Official Account to ""Show""",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Support for mass and intensive webhook event delivery,Immediately after the implementation of measures such as Sponsored sticker (only available in Japanese),https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Support for mass and intensive webhook event delivery,"Immediately after sending a message to all friends at once using broadcast message, etc. (especially when including a campaign or other measure)",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Support for mass and intensive webhook event delivery,"Immediately after being featured in the media, such as news or television",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Support for mass and intensive webhook event delivery,LY Corporation doesn't provide an environment for performing load tests on bot servers. Don't perform load testing in a way that includes the LINE Platform.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Retry message delivery request,API request doesn't complete successfully,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Retry message delivery request,Can't get a response from the LINE Platform properly,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,How to send messages,Reply to messages and actions from users (reply messages),https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,How to send messages,Send messages at any time,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,About callback URLs,Up to 400 URLs can be registered as callback URLs.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,About callback URLs,You can register a URL that includes query parameters as the callback URL.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,About callback URLs,The redirect_uri specified at the time of authorization request is a URL-encoded string of the URL registered as the callback URL. Any query parameter can be added.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,About callback URLs,You can register https://example.com as the callback URL and specify https://example.com?key=value in redirect_uri specified at the time of authorization request.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Issue an access token,The redirect_uri parameter specified when issuing an access token must be the same as the value specified during the authorization request.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Issue an access token,"Authorization codes can be used only once, regardless of whether or not an access token is successfully issued.",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Linking information obtained through LINE Login with information managed by your company (ID linking),LY Corporation doesn't provide a way to link user information obtained through LINE Login with member information managed by the company.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Linking information obtained through LINE Login with information managed by your company (ID linking),"When linking membership information, etc., design the system with security in mind to prevent spoofing.",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Linking information obtained through LINE Login with information managed by your company (ID linking),"Set up a flow line to unlink user information of the LINE Platform and member information, etc.",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Add friend option,"The LINE Official Accounts you link to are limited to those related to the LINE Login channel. For example, don't link Company A's LINE Official Account to Company B's LINE Login channel, which isn't related to Company A.",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Add friend option,"Changes in settings are reflected immediately, so operate with caution to avoid accidentally setting unintended LINE Official Accounts (for testing, etc).",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Add friend option,"If the LINE Login channel is under the certified provider, the Add Friend (Unblock) option on the LINE Login consent screen will be selected (checked) by default.",https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Getting LINE emojis,The default LINE emojis sent from LINE for Android won't be included.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/development-guidelines,Development guidelines for corporate customers,Getting LINE emojis,Unicode-defined emojis and older versions of LINE emojis may not be retrieved correctly.,https://developers.line.biz/en/docs/partner-docs/development-guidelines/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Send LINE notification messages to users,LINE notification messages (template),https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Send LINE notification messages to users,Send a LINE notification message (template),https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Send LINE notification messages to users,Get number of sent LINE notification messages (template),https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Send LINE notification messages to users,LINE notification messages (flexible),https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Send LINE notification messages to users,Send a LINE notification message (flexible),https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Send LINE notification messages to users,Get number of sent LINE notification messages (flexible),https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Conditions for sending LINE notification messages,The phone number you specify as the destination of a LINE notification message matches the phone number registered in the user's LINE account.,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Conditions for sending LINE notification messages,The phone number registered in the user's LINE account is valid (the user has authenticated the phone number by SMS within a certain period of time).,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Conditions for sending LINE notification messages,User agrees to receive LINE notification messages.,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Conditions for sending LINE notification messages,User hasn't blocked your LINE Official Account.,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Conditions for sending LINE notification messages,"The phone number is issued in Japan, Thailand, and Taiwan, and the phone number can be used to authenticate by phone number in the LINE app.",https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Conditions for sending LINE notification messages,User agrees to LINE's Privacy Policy (revised in March 2022 or later).,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,"About the ""LINE notification message received"" message",https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,LINE notification message reception settings,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,Messages sent when you haven't consented to get LINE notification messages,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,About LINE notification messages API requests for users who have blocked the LINE Official Account,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,When the LINE notification messages API request is successful but the message isn't sent,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,About adding and blocking friends when sending LINE notification messages to users who aren't friends with the LINE Official Account,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,Rich menu display when sending LINE notification messages to users who aren't friends with the LINE Official Account,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,Additional information about LINE notification messages and API,For what will be billed for usage fees in the LINE notification messages API,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,When the LINE notification messages API request is successful but the message isn't sent,"The user associated with the phone number specified when requesting the LINE notification messages API has not set the setting to get LINE notification messages, and when the setting for getting LINE notification messages was received, it was changed to ""reject"".",https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,When the LINE notification messages API request is successful but the message isn't sent,"The user associated with the phone number specified when requesting the LINE notification messages API has not set the setting to get LINE notification messages, and when the setting for getting LINE notification messages was received, it was left unconfigured.",https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
partner-docs,partner-docs/line-notification-messages/technical-specs,Technical specifications of the LINE notification messages API,When the LINE notification messages API request is successful but the message isn't sent,"SMS authentication is required for the user associated with the phone number specified when requesting the LINE notification messages API, but the user didn't perform SMS authentication when the phone number authentication message was received.",https://developers.line.biz/en/docs/partner-docs/line-notification-messages/technical-specs/
